question,answer,table,level,tool_id,code,api_call,tool,tool_call
"Mrs. Williamson told students how many rounds to expect in the spelling bee based on previous years. According to the table, what was the rate of change between 2018 and 2019?",3,"Year | Rounds
2015 | 9
2016 | 14
2017 | 6
2018 | 12
2019 | 15",7,12450,"import pandas as pd

def calculate_rate_of_change(df, year1, year2):
    """"""
    This function takes in a pandas DataFrame representing a table of years and rounds, and calculates the rate of change between two given years.
    Args:
    df (pd.DataFrame): A pandas DataFrame containing years and rounds with columns 'Year' and 'Rounds'.
    year1 (int): The first year to compare.
    year2 (int): The second year to compare.
    Returns:
    float: The rate of change between the two years.
    """"""
    # Filter the DataFrame for the specific years
    year1_df = df[df['Year'] == year1]
    year2_df = df[df['Year'] == year2]
    
    if not year1_df.empty and not year2_df.empty:
        rounds1 = year1_df['Rounds'].values[0]
        rounds2 = year2_df['Rounds'].values[0]
        
        # Calculate the rate of change
        rate_of_change = rounds2 - rounds1
        return rate_of_change
    else:
        return None","```python
# Initialize the table into a dataframe
df = pd.DataFrame({
    'Year': [2015, 2016, 2017, 2018, 2019],
    'Rounds': [9, 14, 6, 12, 15]
})

# Call the tool to solve the problem
rate_of_change = calculate_rate_of_change(df, 2018, 2019)
print(rate_of_change)
```","def calculate_rate_of_change_between_two_attributes(df, attribute_col, value_col, attribute1, attribute2):
    """"""
    This function takes in a pandas DataFrame representing a table of attributes and values, and calculates the rate of change between the values of two given attributes.
    
    Args:
    df (pd.DataFrame): A pandas DataFrame containing attributes and values.
    attribute_col (str): The column name for the attributes.
    value_col (str): The column name for the values.
    attribute1 (int or str): The first attribute to compare.
    attribute2 (int or str): The second attribute to compare.
    
    Returns:
    float: The rate of change between the values of the two attributes, or None if either attribute is not found in the DataFrame.
    """"""
    # Filter the DataFrame for the specific attributes
    attribute1_df = df[df[attribute_col] == attribute1]
    attribute2_df = df[df[attribute_col] == attribute2]
    
    if not attribute1_df.empty and not attribute2_df.empty:
        value1 = attribute1_df[value_col].values[0]
        value2 = attribute2_df[value_col].values[0]
        
        # Calculate the rate of change
        rate_of_change = value2 - value1
        return rate_of_change
    else:
        return None","df = pd.DataFrame({
    'Year': [2015, 2016, 2017, 2018, 2019],
    'Rounds': [9, 14, 6, 12, 15]
})

print(calculate_rate_of_change_between_two_attributes(df, 'Year', 'Rounds', 2018, 2019))"
Each plate has 10 bagels. How many bagels are on 6 plates?,60,"Number of plates | Number of bagels
1 | 10
2 | 20
3 | 30
4 | 40
5 | 50
6 | ?",1,14144,"def calculate_bagels(plates):
    """"""
    This function takes in the number of plates and returns the number of bagels based on the given ratio.
    Args:
    plates (int): The number of plates.
    Returns:
    int: The number of bagels.
    """"""
    # The ratio of plates to bagels is 1:10
    bagels = plates * 10
    return bagels","```python
# Call the tool to solve the problem
calculate_bagels(6)
```","def calculate_items_from_ratio(groups, ratio):
    """"""
    This function takes in the number of groups and a ratio, and returns the total number of items based on the given ratio.
    
    Args:
    groups (int): The number of groups.
    ratio (int): The ratio of items per group.
    
    Returns:
    int: The total number of items.
    """"""
    # Calculate the total number of items based on the ratio
    items = groups * ratio
    return items","print(calculate_items_from_ratio(groups=6, ratio=10))"
Trent counted the number of pieces of pepperoni on each pizza he made. What is the largest number of pieces of pepperoni?,49,"Stem | Leaf 
1 | 2, 4, 5, 7, 7
2 | 1, 7
3 | 3, 8
4 | 0, 2, 2, 2, 3, 3, 4, 7, 9",7,6086,"import pandas as pd

def find_max_pepperoni(df):
    """"""
    This function takes in a pandas dataframe of pepperoni per pizza, and returns the maximum number of pepperoni on a pizza.
    Args:
    df (pandas.DataFrame): A pandas DataFrame object containing the number of pepperoni per pizza.
    The dataframe should contain ""Stem"" and ""Leaf"" columns.
    Returns:
    int: The maximum number of pepperoni on a pizza.
    """"""
    # prepare a list to calculate pepperoni on each pizza
    pepperoni = []
    # calculate the total number of pepperoni on each pizza
    for i in range(len(df)):
        stem = df['Stem'][i]
        leaf = df['Leaf'][i]
        for j in range(len(leaf)):
            pepperoni.append(stem * 10 + leaf[j])
    # find the maximum number of pepperoni
    max_pepperoni = max(pepperoni)
    return max_pepperoni","```python
# Initialize the table into a dataframe
df = pd.DataFrame({
    'Stem': [1, 2, 3, 4],
    'Leaf': [[2, 4, 5, 7, 7], [1, 7], [3, 8], [0, 2, 2, 2, 3, 3, 4, 7, 9]]
})
# Call the tool to solve the problem
print(find_max_pepperoni(df))
```","def find_max_value_in_stem_leaf(data_frame, stem_col, leaf_col):
    """"""
    This function takes in a pandas DataFrame representing a stem-and-leaf plot of items, and returns the maximum value among the items.
    
    Args:
    data_frame (pd.DataFrame): A pandas DataFrame containing the stem-and-leaf plot of items with columns specified by stem_col and leaf_col.
    stem_col (str): The column name for the stem values.
    leaf_col (str): The column name for the leaf values.
    
    Returns:
    int: The maximum value among the items.
    """"""
    # Initialize the list to calculate items
    items = []
    
    # Calculate the total value of items
    for i in range(len(data_frame)):
        stem = data_frame[stem_col][i]
        leaf = data_frame[leaf_col][i]
        for j in range(len(leaf)):
            items.append(stem * 10 + leaf[j])
    
    # Find the maximum value among the items
    max_value = max(items)
    
    return max_value","data = {
    ""Stem"": [1, 2, 3, 4],
    ""Leaf"": [[2, 4, 5, 7, 7], [1, 7], [3, 8], [0, 2, 2, 2, 3, 3, 4, 7, 9]]
}

df = pd.DataFrame(data)
print(find_max_value_in_stem_leaf(data_frame=df, stem_col=""Stem"", leaf_col=""Leaf""))"
A researcher working for a cereal company surveyed people about their cereal consumption habits. How many people ate cereal more than 2 times?,11,"Times eaten | Frequency
0 | 11
1 | 18
2 | 13
3 | 1
4 | 10",7,11267,"import pandas as pd

def count_people_eating_cereal_more_than_2_times(df):
    """"""
    This function takes in a pandas DataFrame representing a frequency table of cereal consumption habits, and returns the number of people who ate cereal more than 2 times.
    Args:
    df (pd.DataFrame): A pandas DataFrame containing the times eaten and their frequencies with columns 'Times eaten' and 'Frequency'.
    Returns:
    int: The number of people who ate cereal more than 2 times.
    """"""
    # Filter the DataFrame for the times eaten more than 2
    filtered_df = df[df['Times eaten'] > 2]
    
    # Sum up the frequencies
    total_people = filtered_df['Frequency'].sum()
    
    return total_people","We should first create a pandas dataframe with the data from the table. Then we call the tool to solve the problem, and print out the answer.
```python
# Initialize the table into a dataframe
df = pd.DataFrame({
    'Times eaten': [0, 1, 2, 3, 4],
    'Frequency': [11, 18, 13, 1, 10]
})
# Call the tool to solve the problem
count_people_eating_cereal_more_than_2_times(df)
```","def count_items_with_condition_in_frequency_table(data_frame, value_col, frequency_col, condition_func):
    """"""
    This function takes in a pandas DataFrame representing a frequency table, a value column, a frequency column, and a condition function, and returns the number of items that meet the condition based on the frequencies.
    
    Args:
    data_frame (pd.DataFrame): A pandas DataFrame containing the value column and the frequency column.
    value_col (str): The column name for the values.
    frequency_col (str): The column name for the frequencies.
    condition_func (function): A function that takes a value and returns a boolean indicating whether the condition is met.
    
    Returns:
    int: The number of items that meet the condition based on the frequencies.
    """"""
    # Filter the DataFrame for the values that meet the condition
    filtered_df = data_frame[data_frame[value_col].apply(condition_func)]
    
    # Sum up the frequencies
    total_items = filtered_df[frequency_col].sum()
    
    return total_items","data = {
    'Times eaten': [0, 1, 2, 3, 4],
    'Frequency': [11, 18, 13, 1, 10]
}

df = pd.DataFrame(data)

# Define the condition function
def more_than_2_times(value):
    return value > 2

print(count_items_with_condition_in_frequency_table(data_frame=df, value_col=""Times eaten"", frequency_col=""Frequency"", condition_func=more_than_2_times))"
Reagan's basketball team ordered new jerseys. She recorded the sizes they needed in a frequency chart. How many jerseys did they order?,14,"Size | Frequency
small | 4
medium | 7
large | 3",5,11005,"import pandas as pd

def calculate_total_jerseys(df):
    """"""
    This function takes in a pandas DataFrame representing a frequency chart of jersey sizes, and returns the total number of jerseys ordered.
    Args:
    df (pd.DataFrame): A pandas DataFrame containing jersey sizes and their frequencies with columns 'Size' and 'Frequency'.
    Returns:
    int: The total number of jerseys ordered.
    """"""
    # Sum up the frequencies to get the total number of jerseys
    total_jerseys = df['Frequency'].sum()
    
    return total_jerseys","# Initialize the table into a dataframe
df = pd.DataFrame({
    'Size': ['small', 'medium', 'large'],
    'Frequency': [4, 7, 3]
})

# Call the tool to solve the problem
total_jerseys = calculate_total_jerseys(df)

# Print the answer
print(total_jerseys)","def calculate_total_count_from_frequency_table(data_frame, item_col, frequency_col):
    """"""
    This function takes in a pandas DataFrame representing a frequency table of items, and returns the total count of items based on the frequencies.
    
    Args:
    data_frame (pd.DataFrame): A pandas DataFrame containing item names and their frequencies.
    item_col (str): The column name for the item names.
    frequency_col (str): The column name for the item frequencies.
    
    Returns:
    int: The total count of items.
    """"""
    # Sum up the frequencies to get the total count of items
    total_count = data_frame[frequency_col].sum()
    
    return total_count","data = {
    'Size': ['small', 'medium', 'large'],
    'Frequency': [4, 7, 3]
}

df = pd.DataFrame(data)
print(calculate_total_count_from_frequency_table(data_frame=df, item_col=""Size"", frequency_col=""Frequency""))"
Hillsdale Elementary School polled its students about their favorite vegetables in order to decide which ones to plant in the new school garden. How many students voted for broccoli?,6,"Vegetable | Upper elementary students | Lower elementary students
Broccoli | 1 | 5
Spinach | 17 | 2
Peas | 19 | 7",4,1562,"import pandas as pd

def count_votes_for_vegetable(df, vegetable):
    """"""
    This function takes in a pandas DataFrame representing a poll table and a string of vegetable name, and returns the total votes for the vegetable.
    Args:
    df (pd.DataFrame): A pandas DataFrame containing vegetables and votes from upper and lower elementary students with columns 'Vegetable', 'Upper elementary students', and 'Lower elementary students'.
    vegetable (str): A string of the vegetable name.
    Returns:
    int: The total votes for the vegetable.
    """"""
    # Filter the DataFrame for the specific vegetable
    vegetable_df = df[df['Vegetable'] == vegetable]
    if not vegetable_df.empty:
        # Sum the votes from upper and lower elementary students
        total_votes = vegetable_df['Upper elementary students'].values[0] + vegetable_df['Lower elementary students'].values[0]
        return total_votes
    else:
        return 0","```python
# Initialize the table into a dataframe
df = pd.DataFrame({
    'Vegetable': ['Broccoli', 'Spinach', 'Peas'],
    'Upper elementary students': [1, 17, 19],
    'Lower elementary students': [5, 2, 7]
})
# Call the tool to solve the problem
votes_for_broccoli = count_votes_for_vegetable(df, 'Broccoli')
print(votes_for_broccoli)
```","def count_votes_for_item_from_groups(votes_df, item_col, group_cols, item_name):
    """"""
    This function takes in a pandas DataFrame representing a table of votes from different groups and a string of item name, and returns the total votes for the item.
    
    Args:
    votes_df (pd.DataFrame): A pandas DataFrame containing item names and votes from different groups.
    item_col (str): The column name for the item names.
    group_cols (list): A list of column names for the groups.
    item_name (str): A string of the item name.
    
    Returns:
    int: The total votes for the item.
    """"""
    # Filter the DataFrame for the specific item name
    item_votes_df = votes_df[votes_df[item_col] == item_name]
    if not item_votes_df.empty:
        # Sum the votes from all groups
        total_votes = sum(item_votes_df[group].values[0] for group in group_cols)
        return total_votes
    else:
        return 0","votes_data = {
    'Vegetable': ['Broccoli', 'Spinach', 'Peas'],
    'Upper elementary students': [1, 17, 19],
    'Lower elementary students': [5, 2, 7]
}

votes_df = pd.DataFrame(votes_data)

print(count_votes_for_item_from_groups(votes_df, ""Vegetable"", [""Upper elementary students"", ""Lower elementary students""], ""Broccoli""))"
Each laundry basket has 10 shirts. How many shirts are in 4 laundry baskets?,40,"Number of laundry baskets | Number of shirts
1 | 10
2 | 20
3 | 30
4 | ?",1,11697,"def calculate_shirts_in_baskets(basket_count):
    """"""
    This function takes in the number of laundry baskets and returns the number of shirts in those baskets.
    Args:
    basket_count (int): The number of laundry baskets.
    Returns:
    int: The number of shirts in the given number of laundry baskets.
    """"""
    # Each basket contains 10 shirts
    shirts_per_basket = 10
    # Calculate the total number of shirts
    total_shirts = basket_count * shirts_per_basket
    return total_shirts","We should first initialize the number of laundry baskets, then call the tool to solve the problem, and print out the answer.
```python
# Initialize the number of laundry baskets
basket_count = 4
# Call the tool to solve the problem
calculate_shirts_in_baskets(basket_count)
```","def calculate_total_items_in_groups(group_count, items_per_group):
    """"""
    This function takes in the number of groups and the number of items per group, and returns the total number of items.
    
    Args:
    group_count (int): The number of groups.
    items_per_group (int): The number of items in each group.
    
    Returns:
    int: The total number of items.
    """"""
    # Calculate the total number of items
    total_items = group_count * items_per_group
    return total_items","group_count = 4
items_per_group = 10
print(calculate_total_items_in_groups(group_count, items_per_group))"
A sports fan decided to examine the pattern of medals won by certain countries at several Olympic games. How many medals did Finland win in 2004?,2,"Country | 2004 | 2008
Finland | 2 | 4
Brazil | 10 | 15
Romania | 19 | 8",5,12077,"import pandas as pd

def get_medals_won(df, country, year):
    """"""
    This function takes in a pandas DataFrame representing a table of medals won by countries at several Olympic games, a country name, and a year, and returns the number of medals won by the specified country in the specified year.
    Args:
    df (pd.DataFrame): A pandas DataFrame containing countries and the number of medals they won in different years. The DataFrame should have 'Country' as one of the columns and the rest of the columns should be years.
    country (str): The name of the country.
    year (str): The year.
    Returns:
    int: The number of medals won by the specified country in the specified year.
    """"""
    # Filter the DataFrame for the specific country
    country_df = df[df['Country'] == country]
    
    # If the country is found in the DataFrame, return the number of medals won in the specified year
    if not country_df.empty:
        return country_df[year].values[0]
    
    # If the country is not found in the DataFrame, return 0
    return 0","We should first create a pandas dataframe with the data from the table. Then we call the tool to solve the problem, and print out the answer.
```python
# Initialize the table into a dataframe
df = pd.DataFrame({
    'Country': ['Finland', 'Brazil', 'Romania'],
    '2004': [2, 10, 19],
    '2008': [4, 15, 8]
})

# Call the tool to solve the problem
medals = get_medals_won(df, 'Finland', '2004')
print(medals)
```","def get_value_by_row_and_column_labels(df, row_label_col, row_label, col_label):
    """"""
    This function takes in a pandas DataFrame, a column name for row labels, a row label, and a column label, and returns the value in the cell specified by the row and column labels.
    
    Args:
    df (pd.DataFrame): A pandas DataFrame.
    row_label_col (str): The column name for the row labels.
    row_label (str): The row label.
    col_label (str): The column label.
    
    Returns:
    object: The value in the cell specified by the row and column labels. If the row label is not found in the DataFrame, returns None.
    """"""
    # Filter the DataFrame for the specific row label
    row_df = df[df[row_label_col] == row_label]
    
    # If the row label is found in the DataFrame, return the value in the specified column
    if not row_df.empty:
        return row_df[col_label].values[0]
    
    # If the row label is not found in the DataFrame, return None
    return None","df = pd.DataFrame({
    'Country': ['Finland', 'Brazil', 'Romania'],
    '2004': [2, 10, 19],
    '2008': [4, 15, 8]
})

print(get_value_by_row_and_column_labels(df, 'Country', 'Finland', '2004'))"
Trisha baked cookies each day for a bake sale. How many more cookies did Trisha bake on Monday than on Tuesday?,134,"Day | Number of cookies
Saturday | 232
Sunday | 120
Monday | 269
Tuesday | 135",3,3241,"import pandas as pd

def calculate_cookie_difference(df, day1, day2):
    """"""
    This function takes in a pandas DataFrame representing a table of cookies baked per day and two days, and returns the difference in the number of cookies baked between the two days.
    Args:
    df (pd.DataFrame): A pandas DataFrame containing days and the number of cookies baked with columns 'Day' and 'Number of cookies'.
    day1 (str): The first day to compare.
    day2 (str): The second day to compare.
    Returns:
    int: The difference in the number of cookies baked between the two days.
    """"""
    # Filter the DataFrame for the specific days
    day1_df = df[df['Day'] == day1]
    day2_df = df[df['Day'] == day2]
    
    # Get the number of cookies for each day
    day1_cookies = day1_df['Number of cookies'].values[0]
    day2_cookies = day2_df['Number of cookies'].values[0]
    
    # Calculate the difference in the number of cookies
    cookie_difference = day1_cookies - day2_cookies
    
    return cookie_difference","We should first create a pandas dataframe with the data from the table. Then we call the tool to solve the problem, and print out the answer.
```python
# Initialize the table into a dataframe
df = pd.DataFrame({
    'Day': ['Saturday', 'Sunday', 'Monday', 'Tuesday'],
    'Number of cookies': [232, 120, 269, 135]
})
# Call the tool to solve the problem
print(calculate_cookie_difference(df, 'Monday', 'Tuesday'))
```","def calculate_difference_between_two_categories(df, category_col, value_col, category1, category2):
    """"""
    This function takes in a pandas DataFrame representing a table of categories and values, and two categories, and returns the difference in values between the two categories.
    
    Args:
    df (pd.DataFrame): A pandas DataFrame containing categories and their values.
    category_col (str): The column name for the categories.
    value_col (str): The column name for the values.
    category1 (str): The first category to compare.
    category2 (str): The second category to compare.
    
    Returns:
    int: The difference in values between the two categories.
    """"""
    # Filter the DataFrame for the specific categories
    category1_df = df[df[category_col] == category1]
    category2_df = df[df[category_col] == category2]
    
    # Get the value for each category
    category1_value = category1_df[value_col].values[0]
    category2_value = category2_df[value_col].values[0]
    
    # Calculate the difference in values
    value_difference = category1_value - category2_value
    
    return value_difference","df = pd.DataFrame({
    'Day': ['Saturday', 'Sunday', 'Monday', 'Tuesday'],
    'Number of cookies': [232, 120, 269, 135]
})
print(calculate_difference_between_two_categories(df, 'Day', 'Number of cookies', 'Monday', 'Tuesday'))"
Hunter taught kids how to play the guitar last summer at the local community center. His job as a guitar instructor was his only source of income. Here are Hunter's finances for the summer. What was Hunter's net income last summer?,7622,"Earnings from job as a guitar instructor | $9,319
Income tax and other payroll taxes | $1,697",5,3998,"import pandas as pd

def calculate_net_income(finances_df):
    """"""
    This function takes in a pandas DataFrame representing a finances table and returns the net income.
    Args:
    finances_df (pd.DataFrame): A pandas DataFrame containing finance items and their amounts with columns 'Item' and 'Amount'.
    Returns:
    float: The net income.
    """"""
    # Initialize the net income
    net_income = 0.0
    
    # Iterate through the finance items and calculate the net income
    for index, row in finances_df.iterrows():
        if 'Earnings' in row['Item']:
            net_income += row['Amount']
        elif 'tax' in row['Item']:
            net_income -= row['Amount']
    
    return net_income","# Initialize the table into a dataframe
finances_df = pd.DataFrame({
    'Item': ['Earnings from job as a guitar instructor', 'Income tax and other payroll taxes'],
    'Amount': [9319, 1697]
})

# Call the tool to solve the problem
net_income = calculate_net_income(finances_df)

# Print the answer
print(net_income)","def calculate_net_amount_from_income_and_expenses(finances_df, item_col, amount_col, income_keywords, expense_keywords):
    """"""
    This function takes in a pandas DataFrame representing a table of income and expense items, and returns the net amount.
    
    Args:
    finances_df (pd.DataFrame): A pandas DataFrame containing finance items and their amounts.
    item_col (str): The column name for the finance items.
    amount_col (str): The column name for the amounts.
    income_keywords (list): A list of keywords to identify income items.
    expense_keywords (list): A list of keywords to identify expense items.
    
    Returns:
    float: The net amount.
    """"""
    # Initialize the net amount
    net_amount = 0.0
    
    # Iterate through the finance items and calculate the net amount
    for index, row in finances_df.iterrows():
        for keyword in income_keywords:
            if keyword in row[item_col]:
                net_amount += row[amount_col]
        for keyword in expense_keywords:
            if keyword in row[item_col]:
                net_amount -= row[amount_col]
    
    return net_amount","finances_data = {
    'Item': ['Earnings from job as a guitar instructor', 'Income tax and other payroll taxes'],
    'Amount': [9319, 1697]
}

finances_df = pd.DataFrame(finances_data)

income_keywords = ['Earnings']
expense_keywords = ['tax']
print(calculate_net_amount_from_income_and_expenses(finances_df, ""Item"", ""Amount"", income_keywords, expense_keywords))"
"At their family reunion, the Everett family recorded everyone's age. How many people are exactly 54 years old?",4,"Stem | Leaf 
3 | 2, 7
4 | 0, 8, 8
5 | 4, 4, 4, 4
6 | 1, 7
7 | 
8 | 
9 | 0, 0",6,11133,"import pandas as pd

def count_people_of_specific_age(df, age):
    """"""
    This function takes in a pandas dataframe of ages, and returns the number of people of a specific age.
    Args:
    df (pandas.DataFrame): A pandas DataFrame object containing the ages. The dataframe should contain ""Stem"" and ""Leaf"" columns.
    age (int): The specific age to count.
    Returns:
    int: The number of people of the specific age.
    """"""
    # Split the age into stem and leaf
    stem = age // 10
    leaf = age % 10
    
    # Filter the DataFrame for the specific stem
    stem_df = df[df['Stem'] == stem]
    if not stem_df.empty:
        # Count the number of occurrences of the leaf in the leaf list
        num_people = stem_df['Leaf'].apply(lambda x: x.count(leaf)).sum()
    else:
        num_people = 0
    
    return num_people","# Initialize the table into a dataframe
df = pd.DataFrame({
    'Stem': [3, 4, 5, 6, 7, 8, 9],
    'Leaf': [[2, 7], [0, 8, 8], [4, 4, 4, 4], [1, 7], [], [], [0, 0]]
})

# Call the tool to solve the problem
print(count_people_of_specific_age(df, 54))","def count_specific_value_in_stem_leaf(data_frame, stem_col, leaf_col, specific_value):
    """"""
    This function takes in a pandas DataFrame representing a stem-and-leaf plot and a specific value, and returns the number of occurrences of the specific value in the stem-and-leaf plot.
    
    Args:
    data_frame (pd.DataFrame): A pandas DataFrame containing the stem-and-leaf plot with columns specified by stem_col and leaf_col.
    stem_col (str): The column name for the stem values.
    leaf_col (str): The column name for the leaf values.
    specific_value (int): The specific value to count.
    
    Returns:
    int: The number of occurrences of the specific value in the stem-and-leaf plot.
    """"""
    # Split the specific value into stem and leaf
    stem = specific_value // 10
    leaf = specific_value % 10
    
    # Filter the DataFrame for the specific stem
    stem_df = data_frame[data_frame[stem_col] == stem]
    if not stem_df.empty:
        # Count the number of occurrences of the leaf in the leaf list
        num_occurrences = stem_df[leaf_col].apply(lambda x: x.count(leaf)).sum()
    else:
        num_occurrences = 0
    
    return num_occurrences","df = pd.DataFrame({
    'Stem': [3, 4, 5, 6, 7, 8, 9],
    'Leaf': [[2, 7], [0, 8, 8], [4, 4, 4, 4], [1, 7], [], [], [0, 0]]
})

print(count_specific_value_in_stem_leaf(data_frame=df, stem_col='Stem', leaf_col='Leaf', specific_value=54))"
"Mr. Yu directs the band at Highdale High School. He is getting ready to order new instruments for next year. The frequency chart shows the instruments the school already has. Several of tubas and oboes are too old to repair, so Mr. Yu plans to replace them. He wants to replace one-third of the tubas and all of the oboes. How many instruments will Mr. Yu order?",6,"Type | Frequency
tuba | 6
bass drum | 5
french horn | 10
oboe | 4",5,13099,"import pandas as pd

def calculate_instruments_to_order(instruments_df):
    """"""
    This function takes in a pandas DataFrame representing a frequency chart of instruments and calculates the number of instruments to be ordered.
    Args:
    instruments_df (pd.DataFrame): A pandas DataFrame containing instrument types and their frequencies with columns 'Type' and 'Frequency'.
    Returns:
    int: The total number of instruments to be ordered.
    """"""
    # Initialize the total number of instruments to order
    total_instruments = 0
    
    # Calculate the number of tubas to order
    tubas_df = instruments_df[instruments_df['Type'] == 'tuba']
    if not tubas_df.empty:
        tubas_frequency = tubas_df['Frequency'].values[0]
        total_instruments += tubas_frequency // 3
    
    # Calculate the number of oboes to order
    oboes_df = instruments_df[instruments_df['Type'] == 'oboe']
    if not oboes_df.empty:
        oboes_frequency = oboes_df['Frequency'].values[0]
        total_instruments += oboes_frequency
    
    return total_instruments","# Initialize the table into a dataframe
instruments_df = pd.DataFrame({
    'Type': ['tuba', 'bass drum', 'french horn', 'oboe'],
    'Frequency': [6, 5, 10, 4]
})

# Call the tool to solve the problem
instruments_to_order = calculate_instruments_to_order(instruments_df)

# Print the answer
print(instruments_to_order)","def calculate_total_items_to_order_based_on_replacement_ratios(item_frequencies_df, item_col, frequency_col, item_replacement_ratios):
    """"""
    This function takes in a pandas DataFrame representing a table of item frequencies and a dictionary of item replacement ratios, and returns the total number of items to be ordered based on the frequencies and replacement ratios.
    
    Args:
    item_frequencies_df (pd.DataFrame): A pandas DataFrame containing item names and their frequencies.
    item_col (str): The column name for the item names.
    frequency_col (str): The column name for the item frequencies.
    item_replacement_ratios (dict): A dictionary where the keys are item names and the values are the replacement ratios for each item.
    
    Returns:
    int: The total number of items to be ordered.
    """"""
    # Initialize the total number of items to order
    total_items = 0
    
    # Iterate through the item names and calculate the number of items to be ordered based on replacement ratios
    for item_name, replacement_ratio in item_replacement_ratios.items():
        # Filter the DataFrame for the specific item name
        item_frequency_df = item_frequencies_df[item_frequencies_df[item_col] == item_name]
        if not item_frequency_df.empty:
            item_frequency = item_frequency_df[frequency_col].values[0]
            total_items += int(item_frequency * replacement_ratio)
    
    return total_items","item_frequencies_data = {
    'Type': ['tuba', 'bass drum', 'french horn', 'oboe'],
    'Frequency': [6, 5, 10, 4]
}

item_frequencies_df = pd.DataFrame(item_frequencies_data)

item_replacement_ratios = {""tuba"": 1/3, ""oboe"": 1}
print(calculate_total_items_to_order_based_on_replacement_ratios(item_frequencies_df, ""Type"", ""Frequency"", item_replacement_ratios))"
This is Ernest's complete financial record for January. How much money did Ernest get for shoveling snow for his mom?,20,"Date | Description | Received | Expenses | Available Funds
 | Balance: end of December | | | $102.60
1/3 | concert ticket | | $82.40 | $20.20
1/15 | shoveling snow for Mom | $20.00 | | $40.20
1/29 | movie rental | | $4.25 | $35.95",5,3597,"import pandas as pd

def find_received_amount(df, description):
    """"""
    This function takes in a pandas DataFrame representing a financial record and a description, and returns the received amount for the given description.
    Args:
    df (pd.DataFrame): A pandas DataFrame containing financial records with columns 'Date', 'Description', 'Received', 'Expenses', and 'Available Funds'.
    description (str): A string representing the description of the transaction.
    Returns:
    float: The received amount for the given description.
    """"""
    # Filter the DataFrame for the specific description
    transaction_df = df[df['Description'] == description]
    
    # If the transaction exists, return the received amount
    if not transaction_df.empty:
        received_amount = transaction_df['Received'].values[0]
        return received_amount
    else:
        return None","# Initialize the table into a dataframe
df = pd.DataFrame({
    'Date': ['', '1/3', '1/15', '1/29'],
    'Description': ['Balance: end of December', 'concert ticket', 'shoveling snow for Mom', 'movie rental'],
    'Received': [None, None, 20.00, None],
    'Expenses': [None, 82.40, None, 4.25],
    'Available Funds': [102.60, 20.20, 40.20, 35.95]
})

# Call the tool to solve the problem
amount_received = find_received_amount(df, 'shoveling snow for Mom')
print(amount_received)","def find_received_amount_for_transaction(financial_record_df, description_col, received_col, transaction_description):
    """"""
    This function takes in a pandas DataFrame representing a financial record, column names for the transaction description and received amount, and a transaction description, and returns the received amount for the given transaction description.
    
    Args:
    financial_record_df (pd.DataFrame): A pandas DataFrame containing financial records.
    description_col (str): The column name for the transaction descriptions.
    received_col (str): The column name for the received amounts.
    transaction_description (str): A string representing the description of the transaction.
    
    Returns:
    float: The received amount for the given transaction description, or None if the transaction does not exist.
    """"""
    # Filter the DataFrame for the specific transaction description
    transaction_df = financial_record_df[financial_record_df[description_col] == transaction_description]
    
    # If the transaction exists, return the received amount
    if not transaction_df.empty:
        received_amount = transaction_df[received_col].values[0]
        return received_amount
    else:
        return None","financial_record_data = {
    'Date': ['', '1/3', '1/15', '1/29'],
    'Description': ['Balance: end of December', 'concert ticket', 'shoveling snow for Mom', 'movie rental'],
    'Received': [None, None, 20.00, None],
    'Expenses': [None, 82.40, None, 4.25],
    'Available Funds': [102.60, 20.20, 40.20, 35.95]
}

financial_record_df = pd.DataFrame(financial_record_data)

print(find_received_amount_for_transaction(financial_record_df, 'Description', 'Received', 'shoveling snow for Mom'))"
