question,answer,table,level,tool_id,code,api_call,tool,tool_call
Will has $158. How much money will Will have left if he buys a wedding cake and a pecan pie?,74.0,"apple tart | $19
wedding cake | $71
peach pie | $12
key lime pie | $12
pecan pie | $13
apple pie | $14",5,12497,"import pandas as pd

def calculate_remaining_money(menu_df, budget, items):
    """"""
    This function takes in a pandas DataFrame representing a menu table, a budget, and a list of items to buy, and returns the remaining money after buying the items using pandas.
    Args:
    menu_df (pd.DataFrame): A pandas DataFrame containing menu items and their prices with columns 'Item' and 'Price'.
    budget (float): The initial budget.
    items (list): A list of menu item names to buy.
    Returns:
    float: The remaining money after buying the items.
    """"""
    # Initialize the total cost
    total_cost = 0.0
    
    # Iterate through the items and calculate the cost for each item
    for item in items:
        # Filter the DataFrame for the specific item
        item_df = menu_df[menu_df['Item'] == item]
        if not item_df.empty:
            item_price = item_df['Price'].values[0]
            total_cost += item_price
    
    # Calculate the remaining money
    remaining_money = budget - total_cost
    
    return remaining_money","We should first create a pandas dataframe with the data from the table. Then we call the tool to solve the problem, and print out the answer.
```python
# Initialize the table into a dataframe
menu_df = pd.DataFrame({
    'Item': ['apple tart', 'wedding cake', 'peach pie', 'key lime pie', 'pecan pie', 'apple pie'],
    'Price': [19, 71, 12, 12, 13, 14]
})

# Call the tool to solve the problem
remaining_money = calculate_remaining_money(menu_df, 158, ['wedding cake', 'pecan pie'])
print(remaining_money)
```","def calculate_remaining_budget_after_purchases(item_prices_df, item_col, price_col, initial_budget, items_to_buy):
    """"""
    This function takes in a pandas DataFrame representing a table of item prices, an initial budget, and a list of items to buy, and returns the remaining budget after buying the items.
    
    Args:
    item_prices_df (pd.DataFrame): A pandas DataFrame containing item names and their prices.
    item_col (str): The column name for the item names.
    price_col (str): The column name for the item prices.
    initial_budget (float): The initial budget.
    items_to_buy (list): A list of item names to buy.
    
    Returns:
    float: The remaining budget after buying the items.
    """"""
    # Initialize the total cost
    total_cost = 0.0
    
    # Iterate through the item names and calculate the cost for each item
    for item_name in items_to_buy:
        # Filter the DataFrame for the specific item name
        item_price_df = item_prices_df[item_prices_df[item_col] == item_name]
        if not item_price_df.empty:
            item_price = item_price_df[price_col].values[0]
            total_cost += item_price
    
    # Calculate the remaining budget
    remaining_budget = initial_budget - total_cost
    
    return remaining_budget","item_prices_data = {
    'Item': ['apple tart', 'wedding cake', 'peach pie', 'key lime pie', 'pecan pie', 'apple pie'],
    'Price': [19, 71, 12, 12, 13, 14]
}

item_prices_df = pd.DataFrame(item_prices_data)

items_to_buy = ['wedding cake', 'pecan pie']
print(calculate_remaining_budget_after_purchases(item_prices_df, ""Item"", ""Price"", 158, items_to_buy))"
How much money does Nina need to buy 7 bottles of mouthwash?,25.76,"bottle of hand lotion | $2.99
hairbrush | $4.63
bottle of mouthwash | $3.68
bottle of sunscreen | $3.59
box of bandages | $2.34",7,8231,"import pandas as pd

def calculate_total_cost_single_item(menu_df, item_name, quantity):
    """"""
    This function takes in a pandas DataFrame representing a menu table, an item name, and a quantity, and returns the total cost of the orders using pandas.
    Args:
    menu_df (pd.DataFrame): A pandas DataFrame containing menu items and their prices with columns 'Item' and 'Price'.
    item_name (str): The name of the item to be ordered.
    quantity (int): The number of items to be ordered.
    Returns:
    float: The total cost of the orders.
    """"""
    # Filter the DataFrame for the specific item
    item_df = menu_df[menu_df['Item'] == item_name]
    if not item_df.empty:
        item_price = item_df['Price'].values[0]
        total_cost = quantity * item_price
    else:
        total_cost = 0.0
    
    return total_cost","We should first create a pandas dataframe with the data from the table. Then we call the tool to solve the problem, and print out the answer.
```python
# Initialize the table into a dataframe
menu_df = pd.DataFrame({
    'Item': ['bottle of hand lotion', 'hairbrush', 'bottle of mouthwash', 'bottle of sunscreen', 'box of bandages'],
    'Price': [2.99, 4.63, 3.68, 3.59, 2.34]
})

# Call the tool to solve the problem
total_cost = calculate_total_cost_single_item(menu_df, 'bottle of mouthwash', 7)
print(total_cost)
```","def calculate_total_cost_for_single_item(item_prices_df, item_col, unit_price_col, item_name, quantity):
    """"""
    This function takes in a pandas DataFrame representing a table of item prices, an item name, and a quantity, and returns the total cost of the item based on the price and quantity.
    
    Args:
    item_prices_df (pd.DataFrame): A pandas DataFrame containing item names and their prices.
    item_col (str): The column name for the item names.
    unit_price_col (str): The column name for the item prices.
    item_name (str): The name of the item.
    quantity (int): The quantity of the item.
    
    Returns:
    float: The total cost of the item.
    """"""
    # Filter the DataFrame for the specific item name
    item_price_df = item_prices_df[item_prices_df[item_col] == item_name]
    if not item_price_df.empty:
        item_price = item_price_df[unit_price_col].values[0]
        total_cost = quantity * item_price
    else:
        total_cost = 0.0
    
    return total_cost","item_prices_data = {
    'Item': ['bottle of hand lotion', 'hairbrush', 'bottle of mouthwash', 'bottle of sunscreen', 'box of bandages'],
    'Price': [2.99, 4.63, 3.68, 3.59, 2.34]
}

item_prices_df = pd.DataFrame(item_prices_data)

print(calculate_total_cost_for_single_item(item_prices_df, ""Item"", ""Price"", 'bottle of mouthwash', 7))"
Akira buys 3+7/10 kilograms of dock washers. What is the total cost?,14.8,"lock washers | $3 per kilogram
square washers | $3 per kilogram
dock washers | $4 per kilogram
fender washers | $3 per kilogram
star washers | $3 per kilogram",6,10718,"import pandas as pd

def calculate_cost(df, item, weight):
    """"""
    This function takes in a pandas DataFrame representing a table of items and their prices per kilogram, the name of an item, and the weight of the item in kilograms, and returns the total cost of the item.
    Args:
    df (pd.DataFrame): A pandas DataFrame containing items and their prices per kilogram with columns 'Item' and 'Price per kilogram'.
    item (str): The name of the item.
    weight (float): The weight of the item in kilograms.
    Returns:
    float: The total cost of the item.
    """"""
    # Filter the DataFrame for the specific item
    item_df = df[df['Item'] == item]
    if not item_df.empty:
        # Extract the price per kilogram
        price_per_kg = item_df['Price per kilogram'].values[0]
        # Calculate the total cost
        total_cost = weight * price_per_kg
        return total_cost
    else:
        return None","We should first create a pandas dataframe with the data from the table. Then we call the tool to solve the problem, and print out the answer.
```python
# Initialize the table into a dataframe
df = pd.DataFrame({
    'Item': ['lock washers', 'square washers', 'dock washers', 'fender washers', 'star washers'],
    'Price per kilogram': [3, 3, 4, 3, 3]
})
# Call the tool to solve the problem
total_cost = calculate_cost(df, 'dock washers', 3+7/10)
print(total_cost)
```","def calculate_total_cost_from_unit_weight_prices_and_weight(item_prices_df, item_col, unit_price_col, item_name, item_weight):
    """"""
    This function takes in a pandas DataFrame representing a table of item prices per unit weight, the name of an item, and the weight of the item, and returns the total cost of the item based on the prices and weight.
    
    Args:
    item_prices_df (pd.DataFrame): A pandas DataFrame containing item names and their prices per unit weight.
    item_col (str): The column name for the item names.
    unit_price_col (str): The column name for the item prices per unit weight.
    item_name (str): The name of the item.
    item_weight (float): The weight of the item.
    
    Returns:
    float: The total cost of the item.
    """"""
    # Filter the DataFrame for the specific item name
    item_price_df = item_prices_df[item_prices_df[item_col] == item_name]
    if not item_price_df.empty:
        # Extract the price per unit weight
        price_per_unit_weight = item_price_df[unit_price_col].values[0]
        # Calculate the total cost
        total_cost = item_weight * price_per_unit_weight
        return total_cost
    else:
        return None","item_prices_data = {
    'Item': ['lock washers', 'square washers', 'dock washers', 'fender washers', 'star washers'],
    'Price per kilogram': [3, 3, 4, 3, 3]
}

item_prices_df = pd.DataFrame(item_prices_data)

item_name = ""dock washers""
item_weight = 3 + 7/10
print(calculate_total_cost_from_unit_weight_prices_and_weight(item_prices_df, ""Item"", ""Price per kilogram"", item_name, item_weight))"
The members of the track team compared how many miles they ran last week. What is the mode of the numbers?,4.0,"Name | Miles
Sophie | 7
Jacob | 3
Alana | 4
Trevor | 4
Edwin | 7
Nolan | 4",7,3400,"import pandas as pd
from collections import Counter

def calculate_mode(df):
    """"""
    This function takes in a pandas DataFrame representing a table of names and miles run, and returns the mode of the miles run.
    Args:
    df (pd.DataFrame): A pandas DataFrame containing names and miles run with columns 'Name' and 'Miles'.
    Returns:
    int: The mode of the miles run.
    """"""
    # Extract the 'Miles' column from the DataFrame
    miles = df['Miles']
    
    # Use the Counter class from the collections module to count the frequency of each number of miles run
    counter = Counter(miles)
    
    # Find the number of miles run that has the highest frequency
    mode = counter.most_common(1)[0][0]
    
    return mode","We should first create a pandas dataframe with the data from the table. Then we call the tool to solve the problem, and print out the answer.
```python
# Initialize the table into a dataframe
df = pd.DataFrame({
    'Name': ['Sophie', 'Jacob', 'Alana', 'Trevor', 'Edwin', 'Nolan'],
    'Miles': [7, 3, 4, 4, 7, 4]
})
# Call the tool to solve the problem
calculate_mode(df)
```","def calculate_mode_of_column(data_frame, column_name):
    """"""
    This function takes in a pandas DataFrame and a column name, and returns the mode of the specified column.
    
    Args:
    data_frame (pd.DataFrame): A pandas DataFrame containing the data.
    column_name (str): The name of the column for which the mode should be calculated.
    
    Returns:
    int: The mode of the specified column.
    """"""
    # Extract the specified column from the DataFrame
    column_data = data_frame[column_name]
    
    # Use the Counter class from the collections module to count the frequency of each value in the column
    counter = Counter(column_data)
    
    # Find the value in the column that has the highest frequency
    mode = counter.most_common(1)[0][0]
    
    return mode","data = {
    'Name': ['Sophie', 'Jacob', 'Alana', 'Trevor', 'Edwin', 'Nolan'],
    'Miles': [7, 3, 4, 4, 7, 4]
}

df = pd.DataFrame(data)
print(calculate_mode_of_column(data_frame=df, column_name=""Miles""))"
Each laundry hamper has 5 pairs of jeans. How many pairs of jeans are in 3 laundry hampers?,15.0,"Number of laundry hampers | Number of pairs of jeans
1 | 5
2 | 10
3 | ?",1,8937,"def calculate_jeans_in_hampers(df, hamper_count):
    """"""
    This function takes in a pandas DataFrame representing a table of laundry hampers and the number of jeans in each, and a count of hampers, and returns the number of jeans in the given number of hampers.
    Args:
    df (pd.DataFrame): A pandas DataFrame containing the number of laundry hampers and the number of jeans in each with columns 'Number of laundry hampers' and 'Number of pairs of jeans'.
    hamper_count (int): The number of laundry hampers.
    Returns:
    int: The number of jeans in the given number of hampers.
    """"""
    # Get the number of jeans in one hamper
    jeans_per_hamper = df[df['Number of laundry hampers'] == 1]['Number of pairs of jeans'].values[0]
    
    # Calculate the number of jeans in the given number of hampers
    total_jeans = jeans_per_hamper * hamper_count
    
    return total_jeans","We should first create a pandas dataframe with the data from the table. Then we call the tool to solve the problem, and print out the answer.
```python
# Initialize the table into a dataframe
df = pd.DataFrame({
    'Number of laundry hampers': [1, 2],
    'Number of pairs of jeans': [5, 10]
})

# Call the tool to solve the problem
calculate_jeans_in_hampers(df, 3)
```","def calculate_items_in_groups(df, group_col, item_col, group_count):
    """"""
    This function takes in a pandas DataFrame representing a table of group-item counts, a column name for groups, a column name for items, and a count of groups, and returns the number of items in the given number of groups.
    
    Args:
    df (pd.DataFrame): A pandas DataFrame containing the number of groups and the number of items in each with columns specified by group_col and item_col.
    group_col (str): The column name for the groups.
    item_col (str): The column name for the items.
    group_count (int): The number of groups.
    
    Returns:
    int: The number of items in the given number of groups.
    """"""
    # Get the number of items in one group
    items_per_group = df[df[group_col] == 1][item_col].values[0]
    
    # Calculate the number of items in the given number of groups
    total_items = items_per_group * group_count
    
    return total_items","df = pd.DataFrame({
    'Number of laundry hampers': [1, 2],
    'Number of pairs of jeans': [5, 10]
})

print(calculate_items_in_groups(df, 'Number of laundry hampers', 'Number of pairs of jeans', 3))"
A farm equipment company kept a record of the number of tractors made each month. How many tractors did the company make in total in July and August?,643.0,"Month | Number of tractors
July | 158
August | 485
September | 357",3,6938,"import pandas as pd

def calculate_total_tractors(df, months):
    """"""
    This function takes in a pandas DataFrame representing a record of tractors made each month and a list of months, and returns the total number of tractors made in these months.
    Args:
    df (pd.DataFrame): A pandas DataFrame containing months and the number of tractors made with columns 'Month' and 'Number of tractors'.
    months (list): A list of months for which the total number of tractors is to be calculated.
    Returns:
    int: The total number of tractors made in the given months.
    """"""
    # Filter the DataFrame for the specific months
    df_filtered = df[df['Month'].isin(months)]
    
    # Calculate the total number of tractors
    total_tractors = df_filtered['Number of tractors'].sum()
    
    return total_tractors","We should first create a pandas dataframe with the data from the table. Then we call the tool to solve the problem, and print out the answer.
```python
# Initialize the table into a dataframe
df = pd.DataFrame({
    'Month': ['July', 'August', 'September'],
    'Number of tractors': [158, 485, 357]
})

# Call the tool to solve the problem
total_tractors = calculate_total_tractors(df, ['July', 'August'])
print(total_tractors)
```","def calculate_total_items_in_periods(df, period_col, item_count_col, periods_list):
    """"""
    This function takes in a pandas DataFrame representing a table of item counts per period and a list of periods, and returns the total number of items produced in these periods.
    
    Args:
    df (pd.DataFrame): A pandas DataFrame containing periods and the number of items produced with columns specified by period_col and item_count_col.
    period_col (str): The column name for the periods.
    item_count_col (str): The column name for the item counts.
    periods_list (list): A list of periods for which the total number of items is to be calculated.
    
    Returns:
    int: The total number of items produced in the given periods.
    """"""
    # Filter the DataFrame for the specific periods
    df_filtered = df[df[period_col].isin(periods_list)]
    
    # Calculate the total number of items
    total_items = df_filtered[item_count_col].sum()
    
    return total_items","df = pd.DataFrame({
    'Month': ['July', 'August', 'September'],
    'Number of tractors': [158, 485, 357]
})

print(calculate_total_items_in_periods(df, 'Month', 'Number of tractors', ['July', 'August']))"
"A Girl Scout troop recorded how many boxes of cookies they sold each day for a week. According to the table, what was the rate of change between Thursday and Friday?",3.0,"Day | Boxes of cookies
Tuesday | 31
Wednesday | 29
Thursday | 29
Friday | 32
Saturday | 31",7,12831,"import pandas as pd

def calculate_rate_of_change(df, day1, day2):
    """"""
    This function takes in a pandas DataFrame representing a table of daily cookie sales and two days, and returns the rate of change between the two days.
    Args:
    df (pd.DataFrame): A pandas DataFrame containing daily cookie sales with columns 'Day' and 'Boxes of cookies'.
    day1 (str): The first day to compare.
    day2 (str): The second day to compare.
    Returns:
    float: The rate of change between the two days.
    """"""
    # Filter the DataFrame for the specific days
    day1_df = df[df['Day'] == day1]
    day2_df = df[df['Day'] == day2]
    
    # Check if both days are in the DataFrame
    if not day1_df.empty and not day2_df.empty:
        # Calculate the rate of change
        day1_sales = day1_df['Boxes of cookies'].values[0]
        day2_sales = day2_df['Boxes of cookies'].values[0]
        rate_of_change = day2_sales - day1_sales
        return rate_of_change
    else:
        return None","We should first create a pandas dataframe with the data from the table. Then we call the tool to solve the problem, and print out the answer.
```python
# Initialize the table into a dataframe
df = pd.DataFrame({
    'Day': ['Tuesday', 'Wednesday', 'Thursday', 'Friday', 'Saturday'],
    'Boxes of cookies': [31, 29, 29, 32, 31]
})
# Call the tool to solve the problem
rate_of_change = calculate_rate_of_change(df, 'Thursday', 'Friday')
print(rate_of_change)
```","def calculate_rate_of_change_between_data_points(data_frame, index_col, value_col, data_point1, data_point2):
    """"""
    This function takes in a pandas DataFrame representing a table with a column of values and two data points, and returns the rate of change between the two data points based on the value column.
    
    Args:
    data_frame (pd.DataFrame): A pandas DataFrame containing a column of values and an index column.
    index_col (str): The column name for the index column.
    value_col (str): The column name for the value column.
    data_point1 (str): The first data point to compare.
    data_point2 (str): The second data point to compare.
    
    Returns:
    float: The rate of change between the two data points.
    """"""
    # Filter the DataFrame for the specific data points
    data_point1_df = data_frame[data_frame[index_col] == data_point1]
    data_point2_df = data_frame[data_frame[index_col] == data_point2]
    
    # Check if both data points are in the DataFrame
    if not data_point1_df.empty and not data_point2_df.empty:
        # Calculate the rate of change
        value1 = data_point1_df[value_col].values[0]
        value2 = data_point2_df[value_col].values[0]
        rate_of_change = value2 - value1
        return rate_of_change
    else:
        return None","data = {
    'Day': ['Tuesday', 'Wednesday', 'Thursday', 'Friday', 'Saturday'],
    'Boxes of cookies': [31, 29, 29, 32, 31]
}

df = pd.DataFrame(data)
print(calculate_rate_of_change_between_data_points(data_frame=df, index_col=""Day"", value_col=""Boxes of cookies"", data_point1=""Thursday"", data_point2=""Friday""))"
Shawn figured out the scores at the end of a card game. Which score did the greatest number of people receive?,4.0,"Score | Frequency
4 | 19
5 | 14
6 | 18
7 | 6
8 | 16
9 | 12
10 | 0",8,3495,"import pandas as pd

def find_most_common_score(df):
    """"""
    This function takes in a pandas DataFrame representing a frequency table of scores and returns the score with the greatest frequency.
    Args:
    df (pd.DataFrame): A pandas DataFrame containing scores and their frequencies with columns 'Score' and 'Frequency'.
    Returns:
    int: The score with the greatest frequency.
    """"""
    # Find the row with the maximum frequency
    max_frequency_row = df[df['Frequency'] == df['Frequency'].max()]
    
    # Get the score from the row
    most_common_score = max_frequency_row['Score'].values[0]
    
    return most_common_score","We should first create a pandas dataframe with the data from the table. Then we call the tool to solve the problem, and print out the answer.
```python
# Initialize the table into a dataframe
df = pd.DataFrame({
    'Score': [4, 5, 6, 7, 8, 9, 10],
    'Frequency': [19, 14, 18, 6, 16, 12, 0]
})
# Call the tool to solve the problem
most_common_score = find_most_common_score(df)
print(most_common_score)
```","def find_most_common_value_in_frequency_table(frequency_table_df, value_col, frequency_col):
    """"""
    This function takes in a pandas DataFrame representing a frequency table and returns the value with the greatest frequency.
    
    Args:
    frequency_table_df (pd.DataFrame): A pandas DataFrame containing values and their frequencies.
    value_col (str): The column name for the values.
    frequency_col (str): The column name for the frequencies.
    
    Returns:
    int/float/str: The value with the greatest frequency.
    """"""
    # Find the row with the maximum frequency
    max_frequency_row = frequency_table_df[frequency_table_df[frequency_col] == frequency_table_df[frequency_col].max()]
    
    # Get the value from the row
    most_common_value = max_frequency_row[value_col].values[0]
    
    return most_common_value","frequency_table_data = {
    'Score': [4, 5, 6, 7, 8, 9, 10],
    'Frequency': [19, 14, 18, 6, 16, 12, 0]
}

frequency_table_df = pd.DataFrame(frequency_table_data)

print(find_most_common_value_in_frequency_table(frequency_table_df, ""Score"", ""Frequency""))"
Destiny's classmates recorded how many books they read last year. What is the median of the numbers?,71.0,"Name | Number of books
Destiny | 70
Jenny | 74
Leah | 74
Anita | 70
Wyatt | 71
Tommy | 72
Nate | 71",5,10051,"import pandas as pd
import numpy as np

def calculate_median(df):
    """"""
    This function takes in a pandas DataFrame representing a table of names and the number of books read, and returns the median number of books read using numpy.
    Args:
    df (pd.DataFrame): A pandas DataFrame containing names and the number of books read with columns 'Name' and 'Number of books'.
    Returns:
    float: The median number of books read.
    """"""
    # Extract the 'Number of books' column and convert it to a numpy array
    books_array = df['Number of books'].to_numpy()
    
    # Calculate and return the median
    median_books = np.median(books_array)
    
    return median_books","We should first create a pandas dataframe with the data from the table. Then we call the tool to solve the problem, and print out the answer.
```python
# Initialize the table into a dataframe
df = pd.DataFrame({
    'Name': ['Destiny', 'Jenny', 'Leah', 'Anita', 'Wyatt', 'Tommy', 'Nate'],
    'Number of books': [70, 74, 74, 70, 71, 72, 71]
})

# Call the tool to solve the problem
median_books = calculate_median(df)
print(median_books)
```","def calculate_median_of_numerical_column(df, num_col):
    """"""
    This function takes in a pandas DataFrame and a numerical column name, and returns the median of the numerical column using numpy.
    
    Args:
    df (pd.DataFrame): A pandas DataFrame containing at least one numerical column.
    num_col (str): The column name for the numerical values.
    
    Returns:
    float: The median of the numerical column.
    """"""
    # Extract the numerical column and convert it to a numpy array
    num_array = df[num_col].to_numpy()
    
    # Calculate and return the median
    median_num = np.median(num_array)
    
    return median_num","df = pd.DataFrame({
    'Name': ['Destiny', 'Jenny', 'Leah', 'Anita', 'Wyatt', 'Tommy', 'Nate'],
    'Number of books': [70, 74, 74, 70, 71, 72, 71]
})

print(calculate_median_of_numerical_column(df, 'Number of books'))"
Sue works at Scoops ice cream shop. The frequency chart shows how many times each topping was ordered during two of her shifts. How many more times were rainbow sprinkles ordered than chocolate chips?,2.0,"Topping | Frequency
caramel sauce | 4
chocolate chips | 7
gummy candies | 3
rainbow sprinkles | 9",5,4564,"import pandas as pd

def calculate_difference(df, topping1, topping2):
    """"""
    This function takes in a pandas DataFrame representing a frequency chart of toppings and two topping names, and returns the difference in the number of times the two toppings were ordered.
    Args:
    df (pd.DataFrame): A pandas DataFrame containing topping names and their frequencies with columns 'Topping' and 'Frequency'.
    topping1 (str): The name of the first topping.
    topping2 (str): The name of the second topping.
    Returns:
    int: The difference in the number of times the two toppings were ordered.
    """"""
    # Get the frequency of the first topping
    topping1_frequency = df[df['Topping'] == topping1]['Frequency'].values[0]
    
    # Get the frequency of the second topping
    topping2_frequency = df[df['Topping'] == topping2]['Frequency'].values[0]
    
    # Calculate and return the difference
    return abs(topping1_frequency - topping2_frequency)","We should first create a pandas dataframe with the data from the table. Then we call the tool to solve the problem, and print out the answer.
```python
# Initialize the table into a dataframe
df = pd.DataFrame({
    'Topping': ['caramel sauce', 'chocolate chips', 'gummy candies', 'rainbow sprinkles'],
    'Frequency': [4, 7, 3, 9]
})

# Call the tool to solve the problem
difference = calculate_difference(df, 'rainbow sprinkles', 'chocolate chips')
print(difference)
```","def calculate_frequency_difference(data_frame, item_col, frequency_col, item1, item2):
    """"""
    This function takes in a pandas DataFrame representing a frequency table of items and two item names, and returns the difference in the number of times the two items were ordered.
    
    Args:
    data_frame (pd.DataFrame): A pandas DataFrame containing item names and their frequencies.
    item_col (str): The column name for the item names.
    frequency_col (str): The column name for the item frequencies.
    item1 (str): The name of the first item.
    item2 (str): The name of the second item.
    
    Returns:
    int: The difference in the number of times the two items were ordered.
    """"""
    # Get the frequency of the first item
    item1_frequency = data_frame[data_frame[item_col] == item1][frequency_col].values[0]
    
    # Get the frequency of the second item
    item2_frequency = data_frame[data_frame[item_col] == item2][frequency_col].values[0]
    
    # Calculate and return the difference
    return abs(item1_frequency - item2_frequency)","data = {
    'Topping': ['caramel sauce', 'chocolate chips', 'gummy candies', 'rainbow sprinkles'],
    'Frequency': [4, 7, 3, 9]
}

df = pd.DataFrame(data)
print(calculate_frequency_difference(data_frame=df, item_col=""Topping"", frequency_col=""Frequency"", item1=""rainbow sprinkles"", item2=""chocolate chips""))"
Bernard counted the total number of shells collected by his friends during a walk on the beach. How many people found at least 4 seashells?,26.0,"Seashells found | Frequency
0 | 9
1 | 12
2 | 6
3 | 11
4 | 10
5 | 16",7,4964,"import pandas as pd

def count_people_with_at_least_4_seashells(df):
    """"""
    This function takes in a pandas DataFrame representing a table of seashells found and their frequencies, and returns the number of people who found at least 4 seashells.
    Args:
    df (pd.DataFrame): A pandas DataFrame containing the number of seashells found and their frequencies with columns 'Seashells found' and 'Frequency'.
    Returns:
    int: The number of people who found at least 4 seashells.
    """"""
    # Filter the DataFrame for rows where the number of seashells found is greater than or equal to 4
    filtered_df = df[df['Seashells found'] >= 4]
    
    # Calculate the total number of people who found at least 4 seashells
    total_people = filtered_df['Frequency'].sum()
    
    return total_people","We should first create a pandas dataframe with the data from the table. Then we call the tool to solve the problem, and print out the answer.
```python
# Initialize the table into a dataframe
df = pd.DataFrame({
    'Seashells found': [0, 1, 2, 3, 4, 5],
    'Frequency': [9, 12, 6, 11, 10, 16]
})
# Call the tool to solve the problem
count_people_with_at_least_4_seashells(df)
```","def count_people_with_at_least_threshold_items(data_frame, item_col, frequency_col, item_threshold):
    """"""
    This function takes in a pandas DataFrame representing a table of items found and their frequencies, and returns the number of people who found at least a certain threshold of items.
    
    Args:
    data_frame (pd.DataFrame): A pandas DataFrame containing the number of items found and their frequencies with columns specified by item_col and frequency_col.
    item_col (str): The column name for the item counts.
    frequency_col (str): The column name for the frequencies.
    item_threshold (int): The threshold value for filtering items.
    
    Returns:
    int: The number of people who found at least the threshold number of items.
    """"""
    # Filter the DataFrame for rows where the number of items found is greater than or equal to the threshold
    filtered_df = data_frame[data_frame[item_col] >= item_threshold]
    
    # Calculate the total number of people who found at least the threshold number of items
    total_people = filtered_df[frequency_col].sum()
    
    return total_people","data = {
    'Seashells found': [0, 1, 2, 3, 4, 5],
    'Frequency': [9, 12, 6, 11, 10, 16]
}

df = pd.DataFrame(data)
print(count_people_with_at_least_threshold_items(data_frame=df, item_col=""Seashells found"", frequency_col=""Frequency"", item_threshold=4))"
The Newberry Ski Resort asked its guests how many times they went sledding last winter. How many guests went sledding exactly 5 times last winter?,20.0,"Number of times | Frequency
0 | 14
1 | 9
2 | 1
3 | 5
4 | 4
5 | 20
6 | 2",7,16285,"import pandas as pd

def get_frequency(df, target_value):
    """"""
    This function takes in a pandas DataFrame representing a frequency table and a target value, and returns the frequency of the target value.
    Args:
    df (pd.DataFrame): A pandas DataFrame containing a frequency table with columns 'Number of times' and 'Frequency'.
    target_value (int): The target value for which the frequency is to be found.
    Returns:
    int: The frequency of the target value.
    """"""
    # Filter the DataFrame for the specific target value
    target_df = df[df['Number of times'] == target_value]
    if not target_df.empty:
        frequency = target_df['Frequency'].values[0]
        return frequency
    else:
        return 0","```python
# Create a pandas DataFrame for the frequency table
data = {'Number of times': [0, 1, 2, 3, 4, 5, 6],
        'Frequency': [14, 9, 1, 5, 4, 20, 2]}
frequency_df = pd.DataFrame(data)

# Find the frequency of guests who went sledding exactly 5 times
target_value = 5
frequency = get_frequency(frequency_df, target_value)
print(frequency)
```","def get_frequency_from_table(df, value_col, frequency_col, target_value):
    """"""
    This function takes in a pandas DataFrame representing a frequency table, column names for values and frequencies, and a target value, and returns the frequency of the target value.
    
    Args:
    df (pd.DataFrame): A pandas DataFrame containing a frequency table.
    value_col (str): The column name for the values.
    frequency_col (str): The column name for the frequencies.
    target_value (int): The target value for which the frequency is to be found.
    
    Returns:
    int: The frequency of the target value.
    """"""
    # Filter the DataFrame for the specific target value
    target_df = df[df[value_col] == target_value]
    if not target_df.empty:
        frequency = target_df[frequency_col].values[0]
        return frequency
    else:
        return 0","data = {'Number of times': [0, 1, 2, 3, 4, 5, 6],
        'Frequency': [14, 9, 1, 5, 4, 20, 2]}
frequency_df = pd.DataFrame(data)

target_value = 5
print(get_frequency_from_table(df=frequency_df, value_col='Number of times', frequency_col='Frequency', target_value=target_value))"
A game show viewer monitors how often a wheel numbered 1 through 5 stops at each number. Which number was spun the most times?,2.0,"Number spun | Frequency
1 | 13
2 | 18
3 | 2
4 | 10
5 | 11",8,14407,"import pandas as pd

def find_most_spun_number(df):
    """"""
    This function takes in a pandas DataFrame representing a table of spun numbers and their frequencies, and returns the number that was spun the most times.
    Args:
    df (pd.DataFrame): A pandas DataFrame containing spun numbers and their frequencies with columns 'Number spun' and 'Frequency'.
    Returns:
    int: The number that was spun the most times.
    """"""
    # Find the row with the maximum frequency
    max_frequency_row = df[df['Frequency'] == df['Frequency'].max()]
    
    # Get the number spun from the row
    most_spun_number = max_frequency_row['Number spun'].values[0]
    
    return most_spun_number","We should first create a pandas dataframe with the data from the table. Then we call the tool to solve the problem, and print out the answer.
```python
# Initialize the table into a dataframe
df = pd.DataFrame({
    'Number spun': [1, 2, 3, 4, 5],
    'Frequency': [13, 18, 2, 10, 11]
})

# Call the tool to solve the problem
most_spun_number = find_most_spun_number(df)
print(most_spun_number)
```","def find_item_with_highest_frequency(data_frame, item_col, frequency_col):
    """"""
    This function takes in a pandas DataFrame representing a table of items and their frequencies, and returns the item with the highest frequency.
    
    Args:
    data_frame (pd.DataFrame): A pandas DataFrame containing items and their frequencies.
    item_col (str): The column name for the items.
    frequency_col (str): The column name for the frequencies.
    
    Returns:
    object: The item with the highest frequency.
    """"""
    # Find the row with the maximum frequency
    max_frequency_row = data_frame[data_frame[frequency_col] == data_frame[frequency_col].max()]
    
    # Get the item from the row
    highest_frequency_item = max_frequency_row[item_col].values[0]
    
    return highest_frequency_item","data = {
    'Number spun': [1, 2, 3, 4, 5],
    'Frequency': [13, 18, 2, 10, 11]
}

df = pd.DataFrame(data)
print(find_item_with_highest_frequency(data_frame=df, item_col=""Number spun"", frequency_col=""Frequency""))"
