question,answer,table,level,tool_id,code,api_call,tool,tool_call
Joel entered his sister into their town's Smelly Shoe Competition. Joel observed contestants of all ages proudly strutting around wearing different kinds of smelly shoes. What is the probability that a randomly selected contestant is wearing tennis shoes and is under age 12? Simplify any fractions.,0.3125," | Under age 12 | 13 to 30 years old
Tennis shoes | 5 | 1
High heels | 4 | 6",8,5582,"import pandas as pd

def calculate_probability(df):
    """"""
    This function takes in a pandas DataFrame representing a table of contestants and their shoe types and ages, and returns the probability that a randomly selected contestant is wearing tennis shoes and is under age 12.
    Args:
    df (pd.DataFrame): A pandas DataFrame containing the number of contestants wearing different types of shoes and their ages. The DataFrame should have columns 'Under age 12' and '13 to 30 years old'.
    Returns:
    float: The probability that a randomly selected contestant is wearing tennis shoes and is under age 12.
    """"""
    # Calculate the total number of contestants
    total_contestants = df.sum().sum()
    
    # Calculate the number of contestants wearing tennis shoes and under age 12
    tennis_shoes_under_12 = df.loc['Tennis shoes', 'Under age 12']
    
    # Calculate the probability
    probability = tennis_shoes_under_12 / total_contestants
    
    return probability","# Initialize the table into a dataframe
df = pd.DataFrame({
    'Under age 12': [5, 4],
    '13 to 30 years old': [1, 6]
}, index=['Tennis shoes', 'High heels'])

# Call the tool to solve the problem
probability = calculate_probability(df)
print(probability)","def calculate_probability_of_specific_combination(data_frame, category1_col, category2_col, category1_value, category2_value):
    """"""
    This function takes in a pandas DataFrame representing a table of counts for combinations of two categories, and returns the probability of a specific combination of category values.
    
    Args:
    data_frame (pd.DataFrame): A pandas DataFrame containing counts for combinations of two categories.
    category1_col (str): The column name for the first category.
    category2_col (str): The column name for the second category.
    category1_value (str): The specific value of the first category for the combination.
    category2_value (str): The specific value of the second category for the combination.
    
    Returns:
    float: The probability of the specific combination of category values.
    """"""
    # Calculate the total count of all combinations
    total_count = data_frame.sum().sum()
    
    # Calculate the count of the specific combination of category values
    specific_combination_count = data_frame.loc[category1_value, category2_value]
    
    # Calculate the probability
    probability = specific_combination_count / total_count
    
    return probability","data = {
    'Under age 12': [5, 4],
    '13 to 30 years old': [1, 6]
}

df = pd.DataFrame(data, index=['Tennis shoes', 'High heels'])

print(calculate_probability_of_specific_combination(data_frame=df, category1_col='Under age 12', category2_col='13 to 30 years old', category1_value='Tennis shoes', category2_value='Under age 12'))"
"Hakim, a candy store employee, placed peppermint candies into jars of various sizes. How many jars had exactly 0 peppermint candies?",4.0,"Stem | Leaf 
0 | 0, 0, 0, 0
1 | 2
2 | 4
3 | 
4 | 
5 | 3, 5, 8",5,2809,"import pandas as pd
def count_jars_with_0_peppermint_candies(df):
    """"""
    This function takes in a pandas dataframe of peppermint candies per jar, and returns the number of jars that have exactly 0 peppermint candies.
    Args:
    df (pandas.DataFrame): A pandas DataFrame object containing the number of peppermint candies per jar.
    The dataframe should contain ""Stem"" and ""Leaf"" columns.
    Returns:
    int: The number of jars that have exactly 0 peppermint candies.
    """"""
    # prepare a list to calculate candies in each jar
    candies = []
    # calculate the total number of peppermint candies in each jar
    for i in range(len(df)):
        stem = df['Stem'][i]
        leaf = df['Leaf'][i]
        for j in range(len(leaf)):
            candies.append(stem * 10 + leaf[j])
    # filter the jars where the total number of peppermint candies is exactly 0
    filtered = [candy for candy in candies if candy == 0]
    # count the number of rows
    num_jars = len(filtered)
    return num_jars","# Initialize the table into a dataframe
df = pd.DataFrame({
    'Stem': [0, 1, 2, 3, 4, 5],
    'Leaf': [[0, 0, 0, 0], [2], [4], [], [], [3, 5, 8]]
})
# Call the tool to solve the problem
print(count_jars_with_0_peppermint_candies(df))","def count_groups_with_exact_item_count_in_stem_leaf(data_frame, stem_col, leaf_col, item_count):
    """"""
    This function takes in a pandas DataFrame representing a stem-and-leaf plot of groups and a specific item count, and returns the number of groups that have exactly the specified number of items.
    
    Args:
    data_frame (pd.DataFrame): A pandas DataFrame containing the stem-and-leaf plot of items with columns specified by stem_col and leaf_col.
    stem_col (str): The column name for the stem values.
    leaf_col (str): The column name for the leaf values.
    item_count (int): The specific count of items for filtering groups.
    
    Returns:
    int: The number of groups with exactly the specified number of items.
    """"""
    # Initialize the list to calculate items in each group
    items = []
    
    # Calculate the total value of items in each group
    for i in range(len(data_frame)):
        stem = data_frame[stem_col][i]
        leaf = data_frame[leaf_col][i]
        for j in range(len(leaf)):
            items.append(stem * 10 + leaf[j])
    
    # Filter the groups where the total number of items is exactly the specified count
    filtered = [item for item in items if item == item_count]
    
    # Count the number of groups
    num_groups = len(filtered)
    
    return num_groups","data = {
    ""Stem"": [0, 1, 2, 3, 4, 5],
    ""Leaf"": [[0, 0, 0, 0], [2], [4], [], [], [3, 5, 8]]
}

df = pd.DataFrame(data)
print(count_groups_with_exact_item_count_in_stem_leaf(data_frame=df, stem_col=""Stem"", leaf_col=""Leaf"", item_count=0))"
Each gym locker has 2 soccer balls. How many soccer balls are in 6 gym lockers?,12.0,"Number of gym lockers | Number of soccer balls
1 | 2
2 | 4
3 | 6
4 | 8
5 | 10
6 | ?",2,6278,"import pandas as pd

def calculate_soccer_balls(df, num_lockers):
    """"""
    This function takes in a pandas DataFrame representing the number of gym lockers and the number of soccer balls, and returns the number of soccer balls in the given number of gym lockers.
    Args:
    df (pd.DataFrame): A pandas DataFrame containing the number of gym lockers and the number of soccer balls with columns 'Number of gym lockers' and 'Number of soccer balls'.
    num_lockers (int): The number of gym lockers for which the number of soccer balls needs to be calculated.
    Returns:
    int: The number of soccer balls in the given number of gym lockers.
    """"""
    # Find the relationship between gym lockers and soccer balls
    relationship = df['Number of soccer balls'][0] / df['Number of gym lockers'][0]
    
    # Calculate the number of soccer balls for the given number of gym lockers
    num_soccer_balls = num_lockers * relationship
    
    return int(num_soccer_balls)","# Initialize the table into a dataframe
df = pd.DataFrame({
    'Number of gym lockers': [1, 2, 3, 4, 5],
    'Number of soccer balls': [2, 4, 6, 8, 10]
})

# Call the tool to solve the problem
num_soccer_balls = calculate_soccer_balls(df, 6)
print(num_soccer_balls)","def calculate_items_in_groups(df, group_col, item_col, num_groups):
    """"""
    This function takes in a pandas DataFrame representing a table of item counts per group and a given number of groups, and returns the number of items in the given number of groups.
    
    Args:
    df (pd.DataFrame): A pandas DataFrame containing the number of groups and the number of items with columns specified by group_col and item_col.
    group_col (str): The column name for the group counts.
    item_col (str): The column name for the item counts.
    num_groups (int): The number of groups for which the number of items needs to be calculated.
    
    Returns:
    int: The number of items in the given number of groups.
    """"""
    # Find the relationship between groups and items
    relationship = df[item_col][0] / df[group_col][0]
    
    # Calculate the number of items for the given number of groups
    num_items = num_groups * relationship
    
    return int(num_items)","df = pd.DataFrame({
    'Number of gym lockers': [1, 2, 3, 4, 5],
    'Number of soccer balls': [2, 4, 6, 8, 10]
})

print(calculate_items_in_groups(df, 'Number of gym lockers', 'Number of soccer balls', 6))"
Each shed has 10 screwdrivers. How many screwdrivers are in 6 sheds?,60.0,"Number of sheds | Number of screwdrivers
1 | 10
2 | 20
3 | 30
4 | 40
5 | 50
6 | ?",2,11736,"def calculate_screwdrivers(num_sheds):
    """"""
    This function takes in the number of sheds and returns the number of screwdrivers based on the fact that each shed has 10 screwdrivers.
    Args:
    num_sheds (int): The number of sheds.
    Returns:
    int: The number of screwdrivers.
    """"""
    return num_sheds * 10","# Call the tool to solve the problem
print(calculate_screwdrivers(6))","def calculate_total_items(num_groups, fixed_quantity_per_group):
    """"""
    This function takes in the number of groups and a fixed quantity per group, and returns the total number of items.
    
    Args:
    num_groups (int): The number of groups.
    fixed_quantity_per_group (int): The fixed quantity of items per group.
    
    Returns:
    int: The total number of items.
    """"""
    return num_groups * fixed_quantity_per_group","print(calculate_total_items(6, 10))"
Greg recalled how many goals he had made in soccer practice each day. What is the median of the numbers?,5.0,"Day | Number of goals
Wednesday | 4
Thursday | 7
Friday | 0
Saturday | 2
Sunday | 8
Monday | 5
Tuesday | 6",6,6088,"import pandas as pd
import numpy as np

def calculate_median(df):
    """"""
    This function takes in a pandas DataFrame containing a column of numbers and returns the median of the numbers.
    Args:
    df (pd.DataFrame): A pandas DataFrame containing a column of numbers.
    Returns:
    float: The median of the numbers.
    """"""
    # Extract the column of numbers
    numbers = df['Number of goals'].values
    
    # Calculate the median using numpy
    median = np.median(numbers)
    
    return median","# Initialize the table into a dataframe
df = pd.DataFrame({
    'Day': ['Wednesday', 'Thursday', 'Friday', 'Saturday', 'Sunday', 'Monday', 'Tuesday'],
    'Number of goals': [4, 7, 0, 2, 8, 5, 6]
})

# Call the tool to solve the problem
median_goals = calculate_median(df)
print(median_goals)","def calculate_median_of_column(df, num_col):
    """"""
    This function takes in a pandas DataFrame and a column name, and returns the median of the numbers in the specified column.
    
    Args:
    df (pd.DataFrame): A pandas DataFrame containing a column of numbers.
    num_col (str): The column name for the numbers.
    
    Returns:
    float: The median of the numbers in the specified column.
    """"""
    # Extract the column of numbers
    numbers = df[num_col].values
    
    # Calculate the median using numpy
    median = np.median(numbers)
    
    return median","df = pd.DataFrame({
    'Day': ['Wednesday', 'Thursday', 'Friday', 'Saturday', 'Sunday', 'Monday', 'Tuesday'],
    'Number of goals': [4, 7, 0, 2, 8, 5, 6]
})

print(calculate_median_of_column(df, 'Number of goals'))"
"At a swim meet, Josh noted the size of various swim teams. How many teams have fewer than 70 swimmers?",10.0,"Stem | Leaf 
2 | 5, 9
3 | 0, 9
4 | 9
5 | 3, 5, 5, 7
6 | 3",4,5536,"import pandas as pd
def count_teams_with_fewer_than_70_swimmers(df):
    """"""
    This function takes in a pandas dataframe of swim teams sizes, and returns the number of teams that have fewer than 70 swimmers.
    Args:
    df (pandas.DataFrame): A pandas DataFrame object containing the size of swim teams.
    The dataframe should contain ""Stem"" and ""Leaf"" columns.
    Returns:
    int: The number of teams that have fewer than 70 swimmers.
    """"""
    # prepare a list to calculate swimmers in each team
    swimmers = []
    # calculate the total number of swimmers in each team
    for i in range(len(df)):
        stem = df['Stem'][i]
        leaf = df['Leaf'][i]
        for j in range(len(leaf)):
            swimmers.append(stem * 10 + leaf[j])
    # filter the teams where the total number of swimmers is less than 70
    filtered = [team for team in swimmers if team < 70]
    # count the number of rows
    num_teams = len(filtered)
    return num_teams","# Initialize the table into a dataframe
df = pd.DataFrame({
    'Stem': [2, 3, 4, 5, 6],
    'Leaf': [[5, 9], [0, 9], [9], [3, 5, 5, 7], [3]]
})
# Call the tool to solve the problem
print(count_teams_with_fewer_than_70_swimmers(df))","def count_groups_below_threshold_in_stem_leaf(data_frame, stem_col, leaf_col, item_threshold):
    """"""
    This function takes in a pandas DataFrame representing a stem-and-leaf plot of groups and a threshold value, and returns the number of groups that have values less than the threshold.
    
    Args:
    data_frame (pd.DataFrame): A pandas DataFrame containing the stem-and-leaf plot of items with columns specified by stem_col and leaf_col.
    stem_col (str): The column name for the stem values.
    leaf_col (str): The column name for the leaf values.
    item_threshold (int): The threshold value for filtering items.
    
    Returns:
    int: The number of items with values less than the threshold.
    """"""
    # Initialize the list to calculate items in each group
    items = []
    
    # Calculate the total value of items in each group
    for i in range(len(data_frame)):
        stem = data_frame[stem_col][i]
        leaf = data_frame[leaf_col][i]
        for j in range(len(leaf)):
            items.append(stem * 10 + leaf[j])
    
    # Filter the items where the total value is less than the threshold
    filtered = [item for item in items if item < item_threshold]
    
    # Count the number of items
    num_items = len(filtered)
    
    return num_items","data = {
    ""Stem"": [2, 3, 4, 5, 6],
    ""Leaf"": [[5, 9], [0, 9], [9], [3, 5, 5, 7], [3]]
}

df = pd.DataFrame(data)
print(count_groups_below_threshold_in_stem_leaf(data_frame=df, stem_col=""Stem"", leaf_col=""Leaf"", item_threshold=70))"
"At a swim meet, Emir noted the size of various swim teams. What is the size of the largest team?",85.0,"Stem | Leaf 
1 | 7, 8
2 | 0, 2, 3
3 | 7, 9
4 | 3, 5, 7
5 | 8
6 | 0, 0
7 | 6, 7, 9
8 | 0, 4, 5",8,10694,"import pandas as pd

def find_largest_team_size(df):
    """"""
    This function takes in a pandas DataFrame representing a stem and leaf plot of swim team sizes and returns the size of the largest team.
    Args:
    df (pd.DataFrame): A pandas DataFrame containing the stem and leaf plot with columns 'Stem' and 'Leaf'.
    Returns:
    int: The size of the largest team.
    """"""
    # Prepare a list to store team sizes
    team_sizes = []
    
    # Calculate the size of each team
    for i in range(len(df)):
        stem = df['Stem'][i]
        leaf = df['Leaf'][i]
        for j in range(len(leaf)):
            team_sizes.append(stem * 10 + leaf[j])
    
    # Find the largest team size
    largest_team_size = max(team_sizes)
    
    return largest_team_size","# Initialize the table into a dataframe
df = pd.DataFrame({
    'Stem': [1, 2, 3, 4, 5, 6, 7, 8],
    'Leaf': [[7, 8], [0, 2, 3], [7, 9], [3, 5, 7], [8], [0, 0], [6, 7, 9], [0, 4, 5]]
})

# Call the tool to solve the problem
largest_team_size = find_largest_team_size(df)
print(largest_team_size)","def find_max_value_in_stem_leaf(data_frame, stem_col, leaf_col):
    """"""
    This function takes in a pandas DataFrame representing a stem-and-leaf plot of items and returns the maximum value among the items.
    
    Args:
    data_frame (pd.DataFrame): A pandas DataFrame containing the stem-and-leaf plot of items with columns specified by stem_col and leaf_col.
    stem_col (str): The column name for the stem values.
    leaf_col (str): The column name for the leaf values.
    
    Returns:
    int: The maximum value among the items.
    """"""
    # Initialize the list to store item values
    item_values = []
    
    # Calculate the total value of items
    for i in range(len(data_frame)):
        stem = data_frame[stem_col][i]
        leaf = data_frame[leaf_col][i]
        for j in range(len(leaf)):
            item_values.append(stem * 10 + leaf[j])
    
    # Find the maximum value
    max_value = max(item_values)
    
    return max_value","data = {
    ""Stem"": [1, 2, 3, 4, 5, 6, 7, 8],
    ""Leaf"": [[7, 8], [0, 2, 3], [7, 9], [3, 5, 7], [8], [0, 0], [6, 7, 9], [0, 4, 5]]
}

df = pd.DataFrame(data)
print(find_max_value_in_stem_leaf(data_frame=df, stem_col=""Stem"", leaf_col=""Leaf""))"
"At the summer carnival, each member of the Dickerson family played a round of bean bag toss. How many more misses than hits did Aunt Lisa have?",9.0,"Person | Hits | Misses
Aunt Sarah | 10 | 3
Uncle Rob | 12 | 3
Cousin Susan | 4 | 6
Aunt Lisa | 2 | 11",4,6947,"import pandas as pd

def calculate_misses_over_hits(df, person):
    """"""
    This function takes in a pandas DataFrame representing a table of hits and misses and a person's name, and returns the difference between the number of misses and hits for that person.
    Args:
    df (pd.DataFrame): A pandas DataFrame containing persons' names, hits and misses with columns 'Person', 'Hits' and 'Misses'.
    person (str): The name of the person.
    Returns:
    int: The difference between the number of misses and hits for the person.
    """"""
    # Filter the DataFrame for the specific person
    person_df = df[df['Person'] == person]
    if not person_df.empty:
        hits = person_df['Hits'].values[0]
        misses = person_df['Misses'].values[0]
        return misses - hits
    else:
        return None","# Initialize the table into a dataframe
df = pd.DataFrame({
    'Person': ['Aunt Sarah', 'Uncle Rob', 'Cousin Susan', 'Aunt Lisa'],
    'Hits': [10, 12, 4, 2],
    'Misses': [3, 3, 6, 11]
})

# Call the tool to solve the problem
result = calculate_misses_over_hits(df, 'Aunt Lisa')
print(result)","def calculate_difference_between_two_columns_for_entity(data_frame, entity_col, value1_col, value2_col, entity_name):
    """"""
    This function takes in a pandas DataFrame, two column names, and an entity name, and returns the difference between the values of the two columns for the specific entity.
    
    Args:
    data_frame (pd.DataFrame): A pandas DataFrame containing entities and their values.
    entity_col (str): The column name for the entities.
    value1_col (str): The column name for the first set of values.
    value2_col (str): The column name for the second set of values.
    entity_name (str): The name of the specific entity.
    
    Returns:
    float: The difference between the values of the two columns for the specific entity.
    """"""
    # Filter the DataFrame for the specific entity
    entity_df = data_frame[data_frame[entity_col] == entity_name]
    if not entity_df.empty:
        value1 = entity_df[value1_col].values[0]
        value2 = entity_df[value2_col].values[0]
        return value2 - value1
    else:
        return None","data = {
    'Person': ['Aunt Sarah', 'Uncle Rob', 'Cousin Susan', 'Aunt Lisa'],
    'Hits': [10, 12, 4, 2],
    'Misses': [3, 3, 6, 11]
}

df = pd.DataFrame(data)
print(calculate_difference_between_two_columns_for_entity(data_frame=df, entity_col=""Person"", value1_col=""Hits"", value2_col=""Misses"", entity_name=""Aunt Lisa""))"
Heartfelt Card Company sells cards for many occasions. They use a frequency chart to track how many card designs they have for each occasion. How many more card designs does the Heartfeld Card Company have for birthdays than for graduations?,36.0,"Occasion | Frequency
baby shower | 9
birthday | 44
graduation | 8
retirement | 6
thank you | 22
wedding | 10",5,13304,"import pandas as pd

def calculate_difference(df, occasion1, occasion2):
    """"""
    This function takes in a pandas DataFrame representing a frequency chart and two occasions, and returns the difference in the number of card designs between the two occasions.
    Args:
    df (pd.DataFrame): A pandas DataFrame containing occasions and their frequencies with columns 'Occasion' and 'Frequency'.
    occasion1 (str): The name of the first occasion.
    occasion2 (str): The name of the second occasion.
    Returns:
    int: The difference in the number of card designs between the two occasions.
    """"""
    # Filter the DataFrame for the specific occasions
    occasion1_df = df[df['Occasion'] == occasion1]
    occasion2_df = df[df['Occasion'] == occasion2]
    
    # Check if the occasions exist in the DataFrame
    if not occasion1_df.empty and not occasion2_df.empty:
        # Calculate the difference in the number of card designs
        difference = occasion1_df['Frequency'].values[0] - occasion2_df['Frequency'].values[0]
        return difference
    else:
        return None","# Initialize the table into a dataframe
df = pd.DataFrame({
    'Occasion': ['baby shower', 'birthday', 'graduation', 'retirement', 'thank you', 'wedding'],
    'Frequency': [9, 44, 8, 6, 22, 10]
})
# Call the tool to solve the problem
difference = calculate_difference(df, 'birthday', 'graduation')
print(difference)","def calculate_frequency_difference(df, category_col, frequency_col, category1, category2):
    """"""
    This function takes in a pandas DataFrame representing a frequency table, two categories, and returns the difference in frequencies between the two categories.
    
    Args:
    df (pd.DataFrame): A pandas DataFrame containing categories and their frequencies.
    category_col (str): The column name for the categories.
    frequency_col (str): The column name for the frequencies.
    category1 (str): The name of the first category.
    category2 (str): The name of the second category.
    
    Returns:
    int: The difference in frequencies between the two categories.
    """"""
    # Filter the DataFrame for the specific categories
    category1_df = df[df[category_col] == category1]
    category2_df = df[df[category_col] == category2]
    
    # Check if the categories exist in the DataFrame
    if not category1_df.empty and not category2_df.empty:
        # Calculate the difference in frequencies
        difference = category1_df[frequency_col].values[0] - category2_df[frequency_col].values[0]
        return difference
    else:
        return None","df = pd.DataFrame({
    'Occasion': ['baby shower', 'birthday', 'graduation', 'retirement', 'thank you', 'wedding'],
    'Frequency': [9, 44, 8, 6, 22, 10]
})
print(calculate_frequency_difference(df, 'Occasion', 'Frequency', 'birthday', 'graduation'))"
"Dale wants to save up some money to buy a new smartphone, so he babysits on the weekends. There is a proportional relationship between the time Dale spends babysitting (in hours), x, and the amount of money he earns babysitting (in dollars), y. What is the constant of proportionality? Write your answer as a whole number or decimal.",5.0,"1 | $5
2 | $10
3 | $15
4 | $20",7,11011,"import pandas as pd

def calculate_constant_of_proportionality(df):
    """"""
    This function takes in a pandas DataFrame representing a table of hours and earnings, and returns the constant of proportionality.
    Args:
    df (pd.DataFrame): A pandas DataFrame containing hours and earnings with columns 'Hours' and 'Earnings'.
    Returns:
    float: The constant of proportionality.
    """"""
    # Calculate the constant of proportionality by dividing the earnings by the hours for each row
    df['Constant'] = df['Earnings'] / df['Hours']
    
    # Check if the constant of proportionality is the same for all rows
    if df['Constant'].nunique() == 1:
        return df['Constant'].values[0]
    else:
        return None","# Initialize the table into a dataframe
df = pd.DataFrame({
    'Hours': [1, 2, 3, 4],
    'Earnings': [5, 10, 15, 20]
})
# Call the tool to solve the problem
constant_of_proportionality = calculate_constant_of_proportionality(df)
print(constant_of_proportionality)","def calculate_constant_of_proportionality_between_two_variables(data_frame, variable1_col, variable2_col):
    """"""
    This function takes in a pandas DataFrame representing a table of two variables and their values, and returns the constant of proportionality between the two variables.
    
    Args:
    data_frame (pd.DataFrame): A pandas DataFrame containing two variables and their values.
    variable1_col (str): The column name for the first variable.
    variable2_col (str): The column name for the second variable.
    
    Returns:
    float: The constant of proportionality between the two variables, or None if the constant is not the same for all rows.
    """"""
    # Calculate the constant of proportionality by dividing the values of the second variable by the first for each row
    data_frame['Constant'] = data_frame[variable2_col] / data_frame[variable1_col]
    
    # Check if the constant of proportionality is the same for all rows
    if data_frame['Constant'].nunique() == 1:
        return data_frame['Constant'].values[0]
    else:
        return None","df = pd.DataFrame({
    'Hours': [1, 2, 3, 4],
    'Earnings': [5, 10, 15, 20]
})
print(calculate_constant_of_proportionality_between_two_variables(data_frame=df, variable1_col='Hours', variable2_col='Earnings'))"
Some companies compared how many phone calls they made. How many more phone calls did Tad's Coffee Company make than Critical Insight Consulting?,5688.0,"Company | Number of phone calls
Reardon Corporation | 2,709
Brave New Day Corporation | 5,726
Tad's Coffee Company | 7,314
Critical Insight Consulting | 1,626
Nature Now | 4,038",3,9738,"import pandas as pd

def calculate_difference_in_calls(df, company1, company2):
    """"""
    This function takes in a pandas DataFrame representing a table of companies and their number of phone calls, and returns the difference in phone calls between two specified companies.
    Args:
    df (pd.DataFrame): A pandas DataFrame containing company names and their number of phone calls with columns 'Company' and 'Number of phone calls'.
    company1 (str): The name of the first company.
    company2 (str): The name of the second company.
    Returns:
    int: The difference in phone calls between the two companies.
    """"""
    # Filter the DataFrame for the specific companies
    company1_df = df[df['Company'] == company1]
    company2_df = df[df['Company'] == company2]
    
    # Get the number of phone calls for each company
    company1_calls = company1_df['Number of phone calls'].values[0]
    company2_calls = company2_df['Number of phone calls'].values[0]
    
    # Calculate the difference in phone calls
    difference = company1_calls - company2_calls
    
    return difference","# Initialize the table into a dataframe
df = pd.DataFrame({
    'Company': ['Reardon Corporation', 'Brave New Day Corporation', ""Tad's Coffee Company"", 'Critical Insight Consulting', 'Nature Now'],
    'Number of phone calls': [2709, 5726, 7314, 1626, 4038]
})

# Call the tool to solve the problem
difference = calculate_difference_in_calls(df, ""Tad's Coffee Company"", 'Critical Insight Consulting')
print(difference)","def calculate_difference_between_two_rows(data_frame, row_id_col, value_col, row_id1, row_id2):
    """"""
    This function takes in a pandas DataFrame and calculates the difference in a specific column's values between two rows based on a specific column value.
    
    Args:
    data_frame (pd.DataFrame): A pandas DataFrame containing the data.
    row_id_col (str): The column name used to identify the rows.
    value_col (str): The column name for the values to calculate the difference.
    row_id1 (str): The identifier for the first row.
    row_id2 (str): The identifier for the second row.
    
    Returns:
    float: The difference in values between the two rows.
    """"""
    # Filter the DataFrame for the specific rows
    row1_df = data_frame[data_frame[row_id_col] == row_id1]
    row2_df = data_frame[data_frame[row_id_col] == row_id2]
    
    # Get the values for each row
    row1_value = row1_df[value_col].values[0]
    row2_value = row2_df[value_col].values[0]
    
    # Calculate the difference in values
    difference = row1_value - row2_value
    
    return difference","data = {
    'Company': ['Reardon Corporation', 'Brave New Day Corporation', ""Tad's Coffee Company"", 'Critical Insight Consulting', 'Nature Now'],
    'Number of phone calls': [2709, 5726, 7314, 1626, 4038]
}

df = pd.DataFrame(data)
print(calculate_difference_between_two_rows(data_frame=df, row_id_col=""Company"", value_col=""Number of phone calls"", row_id1=""Tad's Coffee Company"", row_id2='Critical Insight Consulting'))"
"To get credit for meeting his school's community service requirement, Elijah kept a volunteering log. What is the mean of the numbers?",5.0,"Day | Hours
Friday | 10
Saturday | 7
Sunday | 5
Monday | 4
Tuesday | 2
Wednesday | 4
Thursday | 3",7,12271,"import pandas as pd

def calculate_mean(df, column_name):
    """"""
    This function takes in a pandas DataFrame and a column name, and returns the mean of the values in the specified column.
    Args:
    df (pd.DataFrame): A pandas DataFrame containing the data.
    column_name (str): The name of the column for which the mean should be calculated.
    Returns:
    float: The mean of the values in the specified column.
    """"""
    # Calculate the mean of the specified column
    mean_value = df[column_name].mean()
    
    return mean_value","# Initialize the table into a dataframe
df = pd.DataFrame({
    'Day': ['Friday', 'Saturday', 'Sunday', 'Monday', 'Tuesday', 'Wednesday', 'Thursday'],
    'Hours': [10, 7, 5, 4, 2, 4, 3]
})
# Call the tool to solve the problem
mean_hours = calculate_mean(df, 'Hours')
print(mean_hours)","def calculate_mean_of_column(data_frame, column_name):
    """"""
    This function takes in a pandas DataFrame and a column name, and returns the mean of the values in the specified column.
    
    Args:
    data_frame (pd.DataFrame): A pandas DataFrame containing the data.
    column_name (str): The name of the column for which the mean should be calculated.
    
    Returns:
    float: The mean of the values in the specified column.
    """"""
    # Calculate the mean of the specified column
    mean_value = data_frame[column_name].mean()
    
    return mean_value","df = pd.DataFrame({
    'Day': ['Friday', 'Saturday', 'Sunday', 'Monday', 'Tuesday', 'Wednesday', 'Thursday'],
    'Hours': [10, 7, 5, 4, 2, 4, 3]
})
mean_hours = calculate_mean_of_column(data_frame=df, column_name='Hours')
print(mean_hours)"
Harry found out the sizes of all the clubs at his school. What is the size of the largest club?,89.0,"Stem | Leaf 
3 | 2, 5, 7
4 | 3, 4, 4, 6, 6, 8
5 | 0, 3, 3, 4, 7
6 | 1, 3, 4, 7
7 | 
8 | 5, 9",6,16526,"import pandas as pd

def find_largest_club_size(df):
    """"""
    This function takes in a pandas dataframe of club sizes, and returns the size of the largest club.
    Args:
    df (pandas.DataFrame): A pandas DataFrame object containing the sizes of clubs.
    The dataframe should contain ""Stem"" and ""Leaf"" columns.
    Returns:
    int: The size of the largest club.
    """"""
    # prepare a list to calculate sizes of each club
    sizes = []
    # calculate the size of each club
    for i in range(len(df)):
        stem = df['Stem'][i]
        leaf = df['Leaf'][i]
        for j in range(len(leaf)):
            sizes.append(stem * 10 + leaf[j])
    # find the maximum size
    max_size = max(sizes)
    return max_size","# Initialize the table into a dataframe
df = pd.DataFrame({
    'Stem': [3, 4, 5, 6, 7, 8],
    'Leaf': [[2, 5, 7], [3, 4, 4, 6, 6, 8], [0, 3, 3, 4, 7], [1, 3, 4, 7], [], [5, 9]]
})
# Call the tool to solve the problem
largest_club_size = find_largest_club_size(df)
print(largest_club_size)","def find_largest_value_in_stem_leaf(data_frame, stem_col, leaf_col):
    """"""
    This function takes in a pandas DataFrame representing a stem-and-leaf plot of items and returns the largest value in the plot.
    
    Args:
    data_frame (pd.DataFrame): A pandas DataFrame containing the stem-and-leaf plot of items with columns specified by stem_col and leaf_col.
    stem_col (str): The column name for the stem values.
    leaf_col (str): The column name for the leaf values.
    
    Returns:
    int: The largest value in the stem-and-leaf plot.
    """"""
    # Initialize the list to calculate items in each group
    items = []
    
    # Calculate the total value of items in each group
    for i in range(len(data_frame)):
        stem = data_frame[stem_col][i]
        leaf = data_frame[leaf_col][i]
        for j in range(len(leaf)):
            items.append(stem * 10 + leaf[j])
    
    # Find the maximum value
    max_value = max(items)
    
    return max_value","data = {
    ""Stem"": [3, 4, 5, 6, 7, 8],
    ""Leaf"": [[2, 5, 7], [3, 4, 4, 6, 6, 8], [0, 3, 3, 4, 7], [1, 3, 4, 7], [], [5, 9]]
}

df = pd.DataFrame(data)
print(find_largest_value_in_stem_leaf(data_frame=df, stem_col=""Stem"", leaf_col=""Leaf""))"
